country_name,country_code,indicator_name,indicator_code,year,value
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2022,5.06
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2010,13.58
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2011,12.6
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2012,12.84
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2013,12.82
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2014,12.2
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2015,13.28
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2016,13.28
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2017,13.14
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2018,13.02
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2019,
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2020,12.95
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2021,13.01
United States,USA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2022,12.76
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,100.9
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,101.25
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,102.15
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,101.13
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,101.19
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,101.01
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,99.91
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,101.05
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,101.12
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,102.57
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,100.98
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,101.29
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,101.1
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2010,97.3
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2011,98.71
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2012,98.49
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2013,98.53
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2014,97.53
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,98.94
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,97.28
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2017,98.49
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,99.47
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,97.59
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,97.86
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,98.28
United States,USA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,97.94
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,87.07
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,88.14
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,87.56
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,88.58
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,87.85
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,88.13
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,88.51
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,89.29
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,88.16
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,89.14
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,89.88
United States,USA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,88.24
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2010,99.11
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2011,99.16
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2012,99.47
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2013,98.26
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2014,98.21
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2015,99.31
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2016,99.18
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2017,99.15
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2018,99.21
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2019,98.59
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2020,99.14
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2021,99.18
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2022,98.57
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2010,5.42
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2011,4.59
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2012,3.61
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2013,
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2014,3.76
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2015,4.82
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2016,5.06
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2017,3.88
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2018,4.96
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2019,4.64
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2020,4.89
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2021,5.55
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2022,
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2010,9.05
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2011,9.0
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2012,9.07
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2013,9.54
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2014,9.82
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2015,9.82
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2016,10.18
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2017,9.72
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2018,10.61
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2019,9.61
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2020,11.43
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2021,10.21
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2022,9.35
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,102.36
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,103.31
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,102.91
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,103.49
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,103.36
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,102.61
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,102.23
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,103.69
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,103.33
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,102.47
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2010,99.23
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2011,98.48
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2012,99.11
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2013,99.06
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2014,98.35
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,99.26
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2017,
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,99.71
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,98.26
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,98.54
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,99.42
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,99.43
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,65.31
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,67.61
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,65.94
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,66.58
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,66.77
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,66.89
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,66.61
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,67.56
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,66.94
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,67.56
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,67.71
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,68.35
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,69.99
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2010,97.88
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2011,99.41
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2012,98.03
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2013,98.72
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2014,99.65
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2015,99.04
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2016,98.35
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2017,98.57
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2018,99.41
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2019,98.56
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2020,99.13
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2021,99.03
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2022,
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2010,4.69
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2011,3.77
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2012,2.16
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2013,3.48
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2014,2.96
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2015,3.86
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2016,2.86
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2017,3.26
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2018,3.62
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2019,3.83
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2020,2.58
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2021,3.09
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2022,3.0
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2010,
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2011,10.07
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2012,9.26
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2013,8.27
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2014,9.59
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2015,10.32
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2016,9.68
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2017,8.16
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2018,8.79
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2019,9.85
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2020,8.68
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2021,
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2022,9.58
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,99.94
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,100.46
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,98.56
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,99.89
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,101.48
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,99.64
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,100.24
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,100.58
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,101.36
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,99.64
Japan,JPN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,101.2
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2010,
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2011,100.42
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2012,101.3
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2013,101.15
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2014,100.68
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,101.09
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,100.83
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2017,101.14
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,101.48
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,102.04
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,102.39
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,99.95
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,59.91
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,60.5
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,60.48
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,60.45
